,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
296,5,149,ARI,Jason McAddley,WR,23,Alabama,2002,203,4.47,36.5,6.83,4.09,73,jason mcaddley+2002,,,,,,,,,,,,,,,,3
297,5,151,TEN,Jake Schifino,WR,22,Akron,2002,200,4.49,,,,73,jake schifino+2002,31,115,1736,15.09565217,8,10,49,4.9,0,125,1785,14.28,8,56,MAC,
298,5,162,PHI,Freddie Milons,WR,,Alabama,2002,190,4.51,33.5,6.84,,70,freddie milons+2002,33,133,1646,12.37593985,6,31,227,7.322580645,1,164,1873,11.42073171,7,49.87878788,SEC,
299,5,170,MIA,Sam Simmons,WR,22,Northwestern,2002,,,,,,,sam simmons+2002,22,88,1305,14.82954545,12,12,135,11.25,0,100,1440,14.4,12,59.31818182,Big Ten,
300,6,184,ATL,Kahlil Hill,WR,23,Iowa,2002,200,4.65,35,,,74,kahlil hill+2002,35,152,1892,12.44736842,15,5,9,1.8,0,157,1901,12.10828025,15,54.05714286,Big Ten,
301,6,202,PIT,Lee Mays,WR,23,Texas-El Paso,2002,190,4.55,32.5,7.08,4.17,73,lee mays+2002,34,184,2724,14.80434783,25,13,79,6.076923077,0,197,2803,14.2284264,25,80.11764706,WAC,
302,6,203,CHI,Jamin Elliott,WR,22,Delaware,2002,,,,,,,jamin elliott+2002,,,,,,,,,,,,,,,,
303,6,206,BAL,Javin Hunter,WR,22,Notre Dame,2002,186,4.47,41,6.84,4.04,71,javin hunter+2002,,,,,,,,,,,,,,,,4
304,6,208,DAL,DeVeren Johnson,WR,,Sacred Heart,2002,,,,,,,deveren johnson+2002,,,,,,,,,,,,,,,,
305,7,217,ATL,Michael Coleman,WR,,Widener,2002,,,,,,,michael coleman+2002,,,,,,,,,,,,,,,,
306,7,222,JAX,Kendall Newson,WR,22,Middle Tenn. St.,2002,200,4.69,33.5,6.87,4.27,74,kendall newson+2002,22,134,1714,12.79104478,12,9,76,8.444444444,0,143,1790,12.51748252,12,77.90909091,Sun Belt,
307,7,225,TEN,Darrell Hill,WR,23,Northern Illinois,2002,,,,,,,darrell hill+2002,22,70,1400,20,13,7,44,6.285714286,0,77,1444,18.75324675,13,63.63636364,MAC,
308,7,226,NYG,Daryl Jones,WR,23,Miami (FL),2002,180,4.35,,,,69,daryl jones+2002,,,,,,,,,,,,,,,,4
309,7,235,OAK,Ronald Curry,WR,23,North Carolina,2002,,,,,,,ronald curry+2002,,,,,,,,,,,,,,,,
310,7,249,BUF,Rodney Wright,WR,,Fresno St.,2002,,,,,,,rodney wright+2002,31,205,3026,14.76097561,21,37,217,5.864864865,1,242,3243,13.40082645,22,97.61290323,WAC,
311,7,253,NWE,David Givens,WR,22,Notre Dame,2002,217,4.56,40.5,6.82,4.13,72,david givens+2002,21,58,627,10.81034483,2,31,107,3.451612903,2,89,734,8.247191011,4,29.85714286,Ind,2
312,7,254,TAM,Aaron Lockett,WR,,Kansas St.,2002,155,4.31,35,6.84,4.11,67,aaron lockett+2002,47,137,2400,17.51824818,14,15,69,4.6,0,152,2469,16.24342105,14,51.06382979,Big 12,
313,1,2,DET,Charles Rogers,WR,22,Michigan St.,2003,202,4.4,,,,74,charles rogers+2003,24,135,2821,20.8962963,27,10,110,11,1,145,2931,20.2137931,28,117.5416667,Big Ten,2
314,1,3,HOU,Andre Johnson,WR,22,Miami (FL),2003,230,4.41,39,,,74,andre johnson+2003,23,89,1774,19.93258427,19,2,11,5.5,0,91,1785,19.61538462,19,77.13043478,Big East,1
315,1,17,ARI,Bryant Johnson,WR,22,Penn St.,2003,214,4.57,,,,74,bryant johnson+2003,,,,,,,,,,,,,,,,3
316,2,44,WAS,Taylor Jacobs,WR,22,Florida,2003,205,4.42,,,,72,taylor jacobs+2003,22,109,1800,16.51376147,15,7,70,10,0,116,1870,16.12068966,15,81.81818182,SEC,3
317,2,45,NWE,Bethel Johnson,WR,24,Texas A&M,2003,201,4.38,38.5,,,71,bethel johnson+2003,33,109,1672,15.33944954,11,8,55,6.875,1,117,1727,14.76068376,12,50.66666667,Big 12,3
318,2,54,ARI,Anquan Boldin,WR,22,Florida St.,2003,216,4.72,33.5,7.35,4.33,73,anquan boldin+2003,26,106,1675,15.80188679,19,22,94,4.272727273,0,128,1769,13.8203125,19,64.42307692,ACC,1
319,2,60,TEN,Tyrone Calico,WR,22,Middle Tenn. St.,2003,223,4.34,38,6.73,4.26,76,tyrone calico+2003,34,147,1884,12.81632653,14,14,55,3.928571429,1,161,1939,12.04347826,15,55.41176471,Sun Belt,3
320,3,65,CIN,Kelley Washington,WR,24,Tennessee,2003,223,4.42,,,,74,kelley washington+2003,,,,,,,,,,,,,,,,3
321,3,71,MIN,Nate Burleson,WR,22,Nevada,2003,197,4.51,42.5,6.96,4.16,72,nate burleson+2003,33,248,3287,13.25403226,22,27,190,7.037037037,1,275,3477,12.64363636,23,99.60606061,WAC,2
322,3,74,STL,Kevin Curtis,WR,25,Utah St.,2003,186,4.42,36,6.76,3.99,71,kevin curtis+2003,22,174,2789,16.02873563,19,9,46,5.111111111,1,183,2835,15.49180328,20,126.7727273,Ind,3
323,3,95,PHI,Billy McMullen,WR,23,Virginia,2003,210,4.61,,,,76,billy mcmullen+2003,14,69,894,12.95652174,3,7,37,5.285714286,1,76,931,12.25,4,63.85714286,ACC,3
324,4,106,STL,Shaun McDonald,WR,22,Arizona St.,2003,169,4.43,,,,68,shaun mcdonald+2003,25,134,2509,18.7238806,23,9,33,3.666666667,1,143,2542,17.77622378,24,100.36,Pac-10,3
325,4,124,SFO,Brandon Lloyd,WR,22,Illinois,2003,184,4.62,36,,,72,brandon lloyd+2003,35,155,2527,16.30322581,19,12,55,4.583333333,0,167,2582,15.46107784,19,72.2,Big Ten,3
326,4,127,BUF,Sam Aiken,WR,22,North Carolina,2003,209,4.59,39.5,7.22,,74,sam aiken+2003,,,,,,,,,,,,,,,,4
327,5,139,CHI,Bobby Wade,WR,22,Arizona,2003,193,4.66,34.5,7.01,4.11,70,bobby wade+2003,33,200,2897,14.485,19,12,53,4.416666667,0,212,2950,13.91509434,19,87.78787879,Pac-10,3
328,5,143,CHI,Justin Gage,WR,22,Missouri,2003,217,4.45,,,,76,justin gage+2003,34,200,2704,13.52,18,9,3,0.333333333,0,209,2707,12.95215311,18,79.52941176,Big 12,3
329,5,158,DEN,Adrian Madise,WR,23,TCU,2003,215,4.49,32,7.32,4.26,71,adrian madise+2003,,,,,,,,,,,,,,,,4
330,5,159,ATL,Jon Olinger,WR,,Cincinnati,2003,,,,,,,jon olinger+2003,,,,,,,,,,,,,,,,
331,5,167,OAK,Doug Gabriel,WR,23,Central Florida,2003,213,4.52,35.5,7.05,4.16,74,doug gabriel+2003,12,75,1237,16.49333333,11,7,52,7.428571429,1,82,1289,15.7195122,12,103.0833333,MAC,3
332,5,169,MIA,J.R. Tolver,WR,,San Diego St.,2003,202,4.67,36,6.99,4.23,73,j.r. tolver+2003,24,191,2663,13.94240838,15,8,34,4.25,1,199,2697,13.55276382,16,110.9583333,MWC,
333,6,175,DET,David Kircus,WR,23,Grand Valley St.,2003,,,,,,,david kircus+2003,,,,,,,,,,,,,,,,3
334,6,186,DAL,Zuriel Smith,WR,23,Hampton,2003,,,,,,,zuriel smith+2003,,,,,,,,,,,,,,,,4
335,6,196,ATL,LaTarence Dunbar,WR,23,TCU,2003,196,4.52,34,7.41,4.35,71,latarence dunbar+2003,22,72,978,13.58333333,7,31,170,5.483870968,3,103,1148,11.14563107,10,44.45454545,CUSA,
336,6,197,SFO,Arnaz Battle,WR,23,Notre Dame,2003,217,4.58,35,6.74,4.06,73,arnaz battle+2003,13,58,786,13.55172414,5,3,2,0.666666667,0,61,788,12.91803279,5,60.46153846,Ind,3
337,6,199,NYG,Willie Ponder,WR,23,SE Missouri St.,2003,,,,,,,willie ponder+2003,,,,,,,,,,,,,,,,4
338,6,203,NOR,Kareem Kelly,WR,,USC,2003,186,4.42,35,7.51,4.24,72,kareem kelly+2003,48,204,3104,15.21568627,15,14,64,4.571428571,0,218,3168,14.53211009,15,64.66666667,Pac-10,
339,6,211,NYG,David Tyree,WR,23,Syracuse,2003,,,,,,,david tyree+2003,12,36,559,15.52777778,3,4,35,8.75,0,40,594,14.85,3,46.58333333,Big East,3
340,7,221,MIN,Keenan Howry,WR,22,Oregon,2003,178,4.56,31.5,7.34,4.28,70,keenan howry+2003,37,121,1918,15.85123967,19,13,150,11.53846154,1,134,2068,15.43283582,20,51.83783784,Pac-10,4
341,7,224,SEA,Taco Wallace,WR,22,Kansas St.,2003,,,,,,,taco wallace+2003,13,39,704,18.05128205,5,2,12,6,0,41,716,17.46341463,5,54.15384615,Big 12,
342,7,226,CAR,Walter Young,WR,23,Illinois,2003,214,4.54,39,6.9,4.25,77,walter young+2003,,,,,,,,,,,,,,,,
343,7,231,NOR,Talman Gardner,WR,23,Florida St.,2003,205,4.44,34.5,7.54,4.43,73,talman gardner+2003,25,71,1274,17.94366197,19,3,-8,-2.666666667,0,74,1266,17.10810811,19,50.96,ACC,4
344,7,253,GNB,DeAndrew Rubin,WR,,South Florida,2003,,,,,,,deandrew rubin+2003,,,,,,,,,,,,,,,,
345,7,255,NYG,Kevin Walter,WR,22,East. Michigan,2003,,,,,,,kevin walter+2003,,,,,,,,,,,,,,,,3
346,7,256,GNB,Carl Ford,WR,22,Toledo,2003,,,,,,,carl ford+2003,14,79,1062,13.44303797,9,1,37,37,0,80,1099,13.7375,9,75.85714286,MAC,
347,7,260,DET,Travis Anglin,WR,,Memphis,2003,,,,,,,travis anglin+2003,12,55,740,13.45454545,5,10,52,5.2,0,65,792,12.18461538,5,61.66666667,CUSA,
348,7,262,OAK,Ryan Hoag,WR,,Gustavus Adolphus,2003,200,4.51,38,6.72,3.95,74,ryan hoag+2003,,,,,,,,,,,,,,,,
349,1,3,ARI,Larry Fitzgerald,WR,21,Pittsburgh,2004,225,4.48,,,,75,larry fitzgerald+2004,13,92,1672,18.17391304,22,1,7,7,0,93,1679,18.05376344,22,128.6153846,Big East,1
350,1,7,DET,Roy Williams,WR,22,Texas,2004,212,4.48,,,,74,roy williams+2004,48,241,3866,16.04149378,36,16,243,15.1875,3,257,4109,15.98832685,39,80.54166667,Big 12,1
351,1,9,JAX,Reggie Williams,WR,21,Washington,2004,229,4.56,,,,76,reggie williams+2004,12,89,1109,12.46067416,8,3,11,3.666666667,0,92,1120,12.17391304,8,92.41666667,Pac-10,3
352,1,13,BUF,Lee Evans,WR,23,Wisconsin,2004,197,4.39,34.5,,,71,lee evans+2004,13,64,1213,18.953125,13,4,26,6.5,0,68,1239,18.22058824,13,93.30769231,Big Ten,1
353,1,15,TAM,Michael Clayton,WR,21,LSU,2004,209,4.67,32.5,6.77,4.09,75,michael clayton+2004,39,182,2582,14.18681319,21,6,63,10.5,1,188,2645,14.06914894,22,66.20512821,SEC,3
354,1,29,ATL,Michael Jenkins,WR,22,Ohio St.,2004,218,4.4,,,,76,michael jenkins+2004,,,,,,,,,,,,,,,,3
355,1,31,SFO,Rashaun Woods,WR,23,Oklahoma St.,2004,202,4.47,39,6.93,3.97,74,rashaun woods+2004,,,,,,,,,,,,,,,,3
356,2,50,NOR,Devery Henderson,WR,22,LSU,2004,198,4.41,,,,71,devery henderson+2004,14,53,861,16.24528302,11,8,37,4.625,0,61,898,14.72131148,11,61.5,SEC,
357,2,54,DEN,Darius Watts,WR,22,Marshall,2004,188,4.5,,,,73,darius watts+2004,47,272,4031,14.81985294,47,21,188,8.952380952,0,293,4219,14.39931741,47,85.76595745,MAC,3
358,2,62,CAR,Keary Colbert,WR,22,USC,2004,207,4.6,30,,,73,keary colbert+2004,38,174,2484,14.27586207,16,6,74,12.33333333,1,180,2558,14.21111111,17,65.36842105,Pac-10,3
359,3,77,SFO,Derrick Hamilton,WR,22,Clemson,2004,196,4.54,,,,75,derrick hamilton+2004,37,163,2218,13.60736196,15,42,340,8.095238095,2,205,2558,12.47804878,17,59.94594595,ACC,
360,3,78,CHI,Bernard Berrian,WR,23,Fresno St.,2004,183,4.58,38,7.34,4.18,73,bernard berrian+2004,37,184,2575,13.99456522,21,21,264,12.57142857,2,205,2839,13.84878049,23,69.59459459,WAC,2
361,3,82,BAL,Devard Darling,WR,22,Washington St.,2004,213,4.52,37,,,73,devard darling+2004,26,104,1630,15.67307692,18,5,45,9,1,109,1675,15.36697248,19,62.69230769,Pac-10,3
362,4,99,OAK,Carlos Francis,WR,23,Texas Tech,2004,198,4.33,38.5,6.97,4.06,69,carlos francis+2004,37,175,2512,14.35428571,19,15,89,5.933333333,1,190,2601,13.68947368,20,67.89189189,Big 12,
363,4,105,KAN,Samie Parker,WR,23,Oregon,2004,179,4.39,36,,,70,samie parker+2004,13,77,1088,14.12987013,7,5,48,9.6,0,82,1136,13.85365854,7,83.69230769,Pac-10,3
364,4,108,NYJ,Jerricho Cotchery,WR,22,North Carolina St.,2004,212,4.54,36,6.93,3.91,72,jerricho cotchery+2004,38,194,3044,15.69072165,21,17,97,5.705882353,1,211,3141,14.88625592,22,80.10526316,ACC,2
365,4,120,JAX,Ernest Wilford,WR,25,Virginia Tech,2004,226,4.79,40.5,,4.17,76,ernest wilford+2004,,,,,,,,,,,,,,,,3
366,5,134,OAK,Johnnie Morant,WR,22,Syracuse,2004,229,4.51,41,7.34,4.22,76,johnnie morant+2004,21,70,1126,16.08571429,5,6,34,5.666666667,1,76,1160,15.26315789,6,53.61904762,Big East,4
367,5,149,CIN,Maurice Mann,WR,21,Nevada,2004,191,4.57,34,,,73,maurice mann+2004,8,35,594,16.97142857,2,3,8,2.666666667,0,38,602,15.84210526,2,74.25,WAC,
368,5,157,SEA,D.J. Hackett,WR,23,Colorado,2004,199,4.53,41,6.79,4.08,74,d.j. hackett+2004,12,78,1013,12.98717949,7,1,-9,-9,0,79,1004,12.70886076,7,84.41666667,Big 12,
369,5,163,CAR,Drew Carter,WR,23,Ohio St.,2004,204,4.36,,,,76,drew carter+2004,8,25,410,16.4,1,2,13,6.5,0,27,423,15.66666667,1,51.25,Big Ten,
370,5,164,NWE,P.K. Sam,WR,20,Florida St.,2004,210,4.54,34.5,7.04,,75,p.k. sam+2004,13,50,735,14.7,5,2,4,2,0,52,739,14.21153846,5,56.53846154,ACC,
371,6,168,NYG,Jamaar Taylor,WR,23,Texas A&M,2004,197,4.46,,,,73,jamaar taylor+2004,26,108,1705,15.78703704,10,5,28,5.6,0,113,1733,15.33628319,10,65.57692308,Big 12,3
372,6,171,DEN,Triandos Luke,WR,22,Alabama,2004,199,4.51,38,7.06,4.17,71,triandos luke+2004,,,,,,,,,,,,,,,,4
373,6,195,KAN,Jeris McIntyre,WR,,Auburn,2004,203,4.46,29,6.98,4.08,71,jeris mcintyre+2004,13,41,621,15.14634146,3,1,31,31,0,42,652,15.52380952,3,47.76923077,SEC,
374,6,199,BAL,Clarence Moore,WR,21,Northern Arizona,2004,211,4.55,34,6.84,4.16,78,clarence moore+2004,,,,,,,,,,,,,,,,3
375,7,206,TAM,Mark Jones,WR,23,Tennessee,2004,,,,,,,mark jones+2004,13,36,556,15.44444444,5,7,65,9.285714286,0,43,621,14.44186047,5,42.76923077,SEC,
376,7,211,HOU,Sloan Thomas,WR,22,Texas,2004,203,4.5,,,,73,sloan thomas+2004,,,,,,,,,,,,,,,,
377,7,214,BUF,Jonathan Smith,WR,22,Georgia Tech,2004,194,4.78,32.5,,4.35,70,jonathan smith+2004,37,167,2158,12.92215569,12,36,191,5.305555556,1,203,2349,11.57142857,13,58.32432432,ACC,4
378,7,216,DAL,Patrick Crayton,WR,25,NW Oklahoma St.,2004,,,,,,,patrick crayton+2004,,,,,,,,,,,,,,,,2
379,7,244,BAL,Derek Abney,WR,,Kentucky,2004,179,4.58,33.5,6.89,4.08,69,derek abney+2004,35,131,1598,12.19847328,12,15,160,10.66666667,0,146,1758,12.04109589,12,45.65714286,SEC,
380,1,3,CLE,Braylon Edwards,WR,22,Michigan,2005,211,4.45,,,,75,braylon edwards+2005,38,249,3503,14.06827309,39,10,72,7.2,0,259,3575,13.8030888,39,92.18421053,Big Ten,1
381,1,7,MIN,Troy Williamson,WR,22,South Carolina,2005,203,4.32,,6.99,,73,troy williamson+2005,23,74,1263,17.06756757,9,9,54,6,0,83,1317,15.86746988,9,54.91304348,SEC,3
382,1,10,DET,Mike Williams,WR,21,USC,2005,229,4.56,36.5,,,77,mike williams+2005,,,,,,,,,,,,,,,,3
383,1,21,JAX,Matt Jones,WR,22,Arkansas,2005,,,,,,,matt jones+2005,,,,,,,,,,,,,,,,2
384,1,22,BAL,Mark Clayton,WR,23,Oklahoma,2005,193,4.41,36.5,6.95,4.07,70,mark clayton+2005,27,149,2301,15.44295302,23,13,73,5.615384615,0,162,2374,14.65432099,23,85.22222222,Big 12,2
385,1,27,ATL,Roddy White,WR,23,Ala-Birmingham,2005,207,4.46,,,,73,roddy white+2005,,,,,,,,,,,,,,,,1
386,2,35,PHI,Reggie Brown,WR,24,Georgia,2005,196,4.45,41.5,6.99,3.94,74,reggie brown+2005,25,102,1522,14.92156863,9,8,104,13,0,110,1626,14.78181818,9,60.88,SEC,2
387,2,39,CHI,Mark Bradley,WR,23,Oklahoma,2005,201,4.37,39.5,6.96,3.98,73,mark bradley+2005,,,,,,,,,,,,,,,,3
388,2,55,BUF,Roscoe Parrish,WR,23,Miami (FL),2005,168,4.37,,,,70,roscoe parrish+2005,12,43,693,16.11627907,8,9,60,6.666666667,0,52,753,14.48076923,8,57.75,ACC,3
389,2,58,GNB,Terrence Murphy,WR,22,Texas A&M,2005,202,4.39,,,,73,terrence murphy+2005,34,136,2001,14.71323529,6,17,209,12.29411765,1,153,2210,14.44444444,7,58.85294118,Big 12,3
390,2,61,SDG,Vincent Jackson,WR,22,Northern Colorado,2005,241,4.46,39,,,77,vincent jackson+2005,,,,,,,,,,,,,,,,2
391,3,68,TEN,Courtney Roby,WR,22,Indiana,2005,189,4.41,36.5,6.6,3.94,72,courtney roby+2005,34,159,2353,14.79874214,11,30,215,7.166666667,2,189,2568,13.58730159,13,69.20588235,Big Ten,3
392,3,83,CIN,Chris Henry,WR,22,West Virginia,2005,197,4.5,,,,76,chris henry+2005,11,60,586,9.766666667,0,6,27,4.5,0,66,613,9.287878788,0,53.27272727,Sun Belt,2
393,3,83,CIN,Chris Henry,WR,22,West Virginia,2005,197,4.5,,,,76,chris henry+2005,11,52,872,16.76923077,12,1,2,2,0,53,874,16.49056604,12,79.27272727,Big East,2
394,3,96,TEN,Brandon Jones,WR,23,Oklahoma,2005,210,4.42,37,7.03,4.08,73,brandon jones+2005,,,,,,,,,,,,,,,,3
395,4,114,HOU,Jerome Mathis,WR,22,Hampton,2005,181,4.28,35.5,,,71,jerome mathis+2005,,,,,,,,,,,,,,,,4
396,4,116,KAN,Craphonso Thorpe,WR,22,Florida St.,2005,188,4.38,,,,73,craphonso thorpe+2005,,,,,,,,,,,,,,,,
397,4,118,NOR,Chase Lyman,WR,,California,2005,217,4.5,,,,75,chase lyman+2005,,,,,,,,,,,,,,,,
398,4,131,PIT,Fred Gibson,WR,,Georgia,2005,196,4.55,38.5,7.03,4.1,76,fred gibson+2005,34,125,2331,18.648,17,5,32,6.4,0,130,2363,18.17692308,17,68.55882353,SEC,
399,4,136,TEN,Roydell Williams,WR,24,Tulane,2005,,,,,,,roydell williams+2005,22,108,1712,15.85185185,23,2,-15,-7.5,0,110,1697,15.42727273,23,77.81818182,CUSA,3
400,5,140,CHI,Airese Currie,WR,22,Clemson,2005,186,4.49,38,7.05,4.07,70,airese currie+2005,21,104,1428,13.73076923,6,7,10,1.428571429,0,111,1438,12.95495495,6,68,ACC,
401,5,155,TAM,Larry Brackins,WR,,Pearl River CC,2005,,,,,,,larry brackins+2005,,,,,,,,,,,,,,,,
402,5,174,SFO,Rasheed Marshall,WR,24,West Virginia,2005,185,4.51,38,6.81,3.95,72,rasheed marshall+2005,,,,,,,,,,,,,,,,4
403,6,185,JAX,Chad Owens,WR,23,Hawaii,2005,183,4.62,37,6.7,3.94,67,chad owens+2005,34,234,2974,12.70940171,28,6,11,1.833333333,0,240,2985,12.4375,28,87.47058824,WAC,
404,6,190,CIN,Tab Perry,WR,23,UCLA,2005,229,4.46,34,7,,74,tab perry+2005,,,,,,,,,,,,,,,,3
405,6,192,STL,Dante Ridgeway,WR,21,Ball St.,2005,,,,,,,dante ridgeway+2005,23,194,2474,12.75257732,18,2,-5,-2.5,1,196,2469,12.59693878,19,107.5652174,MAC,4
406,6,195,GNB,Craig Bragg,WR,,UCLA,2005,196,4.46,36,,,73,craig bragg+2005,33,120,1780,14.83333333,14,16,151,9.4375,2,136,1931,14.19852941,16,53.93939394,Pac-10,
407,7,223,SFO,Marcus Maxwell,WR,22,Oregon,2005,,,,,,,marcus maxwell+2005,,,,,,,,,,,,,,,,
408,7,225,TAM,Paris Warren,WR,23,Utah,2005,219,4.71,31.5,,,72,paris warren+2005,23,156,1885,12.08333333,16,48,281,5.854166667,3,204,2166,10.61764706,19,81.95652174,MWC,
409,7,226,ARI,LeRon McCoy,WR,23,Indiana (PA),2005,211,4.4,37,7.19,4.21,73,leron mccoy+2005,,,,,,,,,,,,,,,,3
410,7,240,NYJ,Harry Williams,WR,23,Tuskegee,2005,,,,,,,harry williams+2005,,,,,,,,,,,,,,,,
411,7,253,TAM,J.R. Russell,WR,,Louisville,2005,206,4.56,34.5,,,75,j.r. russell+2005,,,,,,,,,,,,,,,,
412,1,25,PIT,Santonio Holmes,WR,22,Ohio St.,2006,188,4.35,,,,71,santonio holmes+2006,,,,,,,,,,,,,,,,1
413,2,36,NWE,Chad Jackson,WR,21,Florida,2006,213,4.32,38.5,6.73,3.97,73,chad jackson+2006,24,117,1548,13.23076923,15,17,90,5.294117647,2,134,1638,12.2238806,17,64.5,SEC,3
414,2,44,NYG,Sinorice Moss,WR,22,Miami (FL),2006,185,4.38,,,,68,sinorice moss+2006,12,37,614,16.59459459,6,7,55,7.857142857,0,44,669,15.20454545,6,51.16666667,ACC,3
415,2,52,GNB,Greg Jennings,WR,22,Western Michigan,2006,197,4.42,36.5,6.68,4.16,71,greg jennings+2006,34,228,3401,14.91666667,39,17,77,4.529411765,0,245,3478,14.19591837,39,100.0294118,MAC,1
416,3,78,CLE,Travis Wilson,WR,22,Oklahoma,2006,214,4.47,36.5,6.7,3.99,74,travis wilson+2006,22,75,970,12.93333333,12,3,66,22,1,78,1036,13.28205128,13,44.09090909,Big 12,4
417,3,82,MIA,Derek Hagan,WR,21,Arizona St.,2006,208,4.45,36,,4.07,74,derek hagan+2006,,,,,,,,,,,,,,,,3
418,3,84,SFO,Brandon Williams,WR,22,Wisconsin,2006,179,4.48,34.5,6.87,4.07,69,brandon williams+2006,52,202,2924,14.47524752,10,19,118,6.210526316,0,221,3042,13.76470588,10,56.23076923,Big Ten,
419,3,90,TAM,Maurice Stovall,WR,21,Notre Dame,2006,217,4.57,35,6.81,4.14,76,maurice stovall+2006,12,69,1149,16.65217391,11,2,1,0.5,0,71,1150,16.1971831,11,95.75,Ind,3
420,3,95,PIT,Willie Reid,WR,23,Florida St.,2006,188,4.34,37.5,7.06,4.26,70,willie reid+2006,11,50,634,12.68,1,1,5,5,0,51,639,12.52941176,1,57.63636364,ACC,
421,4,100,SFO,Michael Robinson,WR,23,Penn St.,2006,227,4.57,,,,73,michael robinson+2006,,,,,,,,,,,,,,,,
422,4,104,GNB,Cory Rodgers,WR,,TCU,2006,188,4.58,33.5,7.37,4.19,72,cory rodgers+2006,36,150,2111,14.07333333,17,46,115,2.5,10,196,2226,11.35714286,27,58.63888889,MWC,
423,4,109,PHI,Jason Avant,WR,23,Michigan,2006,212,4.62,37,,,72,jason avant+2006,,,,,,,,,,,,,,,,3
424,4,111,BAL,Demetrius Williams,WR,23,Oregon,2006,197,4.52,38,6.84,4.08,74,demetrius williams+2006,34,157,2587,16.47770701,20,12,76,6.333333333,1,169,2663,15.75739645,21,76.08823529,Pac-10,3
425,4,119,DEN,Brandon Marshall,WR,22,Central Florida,2006,229,4.52,37,,,76,brandon marshall+2006,25,102,1572,15.41176471,13,2,11,5.5,0,104,1583,15.22115385,13,62.88,CUSA,1
426,4,125,DAL,Skyler Green,WR,21,LSU,2006,192,4.53,34,,,69,skyler green+2006,37,104,1006,9.673076923,8,28,230,8.214285714,1,132,1236,9.363636364,9,27.18918919,SEC,
427,4,130,DEN,Domenik Hixon,WR,21,Akron,2006,,,,,,,domenik hixon+2006,13,75,1210,16.13333333,8,1,24,24,0,76,1234,16.23684211,8,93.07692308,MAC,
428,5,144,STL,Marques Hagans,WR,23,Virginia,2006,,,,,,,marques hagans+2006,,,,,,,,,,,,,,,,
429,6,171,NOR,Mike Hass,WR,23,Oregon St.,2006,208,4.59,32,6.97,4.14,73,mike hass+2006,11,90,1532,17.02222222,6,2,18,9,0,92,1550,16.84782609,6,139.2727273,Pac-10,
430,6,172,TEN,Jonathan Orr,WR,,Wisconsin,2006,198,4.44,35.5,7.31,4.16,74,jonathan orr+2006,,,,,,,,,,,,,,,,
431,6,175,SFO,Delanie Walker,WR,22,Central Missouri St.,2006,240,4.49,36.5,,,73,delanie walker+2006,,,,,,,,,,,,,,,,
432,6,184,ATL,Adam Jennings,WR,23,Fresno St.,2006,181,4.44,37.5,6.88,4.12,69,adam jennings+2006,,,,,,,,,,,,,,,,4
433,6,190,KAN,Jeff Webb,WR,24,San Diego St.,2006,211,4.4,37,6.81,4.08,74,jeff webb+2006,23,163,1972,12.09815951,16,2,16,8,0,165,1988,12.04848485,16,85.73913043,MWC,3
434,7,209,CIN,Ethan Kilmer,WR,23,Penn St.,2006,,,,,,,ethan kilmer+2006,,,,,,,,,,,,,,,,
435,7,218,ARI,Todd Watkins,WR,23,BYU,2006,202,4.4,36,7.13,4.24,74,todd watkins+2006,,,,,,,,,,,,,,,,
436,7,231,CIN,Bennie Brazell,WR,,LSU,2006,,,,,,,bennie brazell+2006,,,,,,,,,,,,,,,,
437,7,233,MIA,Devin Aromashodu,WR,22,Auburn,2006,201,4.35,39,7.04,4.16,74,devin aromashodu+2006,,,,,,,,,,,,,,,,
438,7,249,SEA,Ben Obomanu,WR,22,Auburn,2006,205,4.45,38,7.17,4.21,73,ben obomanu+2006,25,58,716,12.34482759,12,8,154,19.25,2,66,870,13.18181818,14,28.64,SEC,
439,7,251,HOU,David Anderson,WR,23,Colorado St.,2006,192,4.57,34,6.88,4.2,70,david anderson+2006,23,143,2161,15.11188811,10,4,18,4.5,0,147,2179,14.82312925,10,93.95652174,MWC,3
440,7,252,NOR,Marques Colston,WR,23,Hofstra,2006,224,4.5,37,6.94,4.43,77,marques colston+2006,,,,,,,,,,,,,,,,1
441,7,255,OAK,Kevin McMahan,WR,,Maine,2006,,,,,,,kevin mcmahan+2006,,,,,,,,,,,,,,,,
442,1,2,DET,Calvin Johnson HOF,WR,21,Georgia Tech,2007,239,4.35,,,,77,calvin johnson hof+2007,,,,,,,,,,,,,,,,
443,1,9,MIA,Ted Ginn Jr.,WR,22,Ohio St.,2007,178,4.38,,,,71,ted ginn jr.+2007,37,135,1943,14.39259259,15,28,213,7.607142857,3,163,2156,13.22699387,18,52.51351351,Big Ten,
444,1,23,KAN,Dwayne Bowe,WR,22,LSU,2007,221,4.51,33,6.81,4.35,74,dwayne bowe+2007,,,,,,,,,,,,,,,,1
